image_id,file_name,outer_test_fold
204,E300SA22440034_00452_136_1flight_5100_2.jpg,7
172,E300SA22440034_00451_135_1flight_2100_2.jpg,1
545,EL300858804493_00330_112_1flight_4800_2.jpg,7
556,EL300858804493_00330_112_1flight_11400_2.jpg,4
388,E300SA23130257_00267_199_1flight_4200_2.jpg,3
73,E300PREMP00002_00726_217_1flight_9000_2.jpg,7
109,E300PREMP00002_00727_218_1flight_5100_2.jpg,6
16,E300PREMP00002_00725_216_1flight_9900_2.jpg,5
445,E300SA23130257_00301_214_1flight_6600_0.jpg,2
418,E300SA23130257_00295_209_1flight_600_2.jpg,6
112,E300PREMP00002_00727_218_1flight_8400_2.jpg,7
255,E300SA22440035_01502_839_1flight_2100_0.jpg,5
77,E300PREMP00002_00726_217_1flight_11400_2.jpg,1
4,E300PREMP00002_00725_216_1flight_2700_2.jpg,3
317,E300SA23130257_00053_034_1flight_0_0.jpg,4
271,E300SA22440035_01502_839_1flight_11700_0.jpg,6
143,E300SA22440034_00447_133_1flight_900_2.jpg,7
337,E300SA23130257_00057_043_1flight_3300_0.jpg,4
294,E300SA22440035_01533_862_1flight_1500_0.jpg,2
329,E300SA23130257_00054_035_1flight_1200_0.jpg,3
508,EL300858804493_00193_048_1flight_900_0.jpg,5
18,E300PREMP00002_00725_216_1flight_11100_2.jpg,6
110,E300PREMP00002_00727_218_1flight_7200_2.jpg,6
479,EL300858804493_00184_039_1flight_4500_2.jpg,3
391,E300SA23130257_00267_199_1flight_6900_2.jpg,7
289,E300SA22440035_01510_843_1flight_10500_0.jpg,2
266,E300SA22440035_01502_839_1flight_8700_0.jpg,1
79,E300PREMP00002_00726_217_1flight_12600_2.jpg,1
489,EL300858804493_00188_043_1flight_1200_0.jpg,4
78,E300PREMP00002_00726_217_1flight_12000_2.jpg,4
286,E300SA22440035_01510_843_1flight_8700_0.jpg,3
446,E300SA23130257_00301_214_1flight_7200_0.jpg,4
111,E300PREMP00002_00727_218_1flight_7800_2.jpg,7
65,E300PREMP00002_00726_217_1flight_3000_2.jpg,5
340,E300SA23130257_00057_043_1flight_5100_0.jpg,7
211,E300SA22440034_00452_136_1flight_9300_2.jpg,4
277,E300SA22440035_01510_843_1flight_3300_0.jpg,6
431,E300SA23130257_00295_209_1flight_9900_2.jpg,3
338,E300SA23130257_00057_043_1flight_3900_0.jpg,3
438,E300SA23130257_00301_214_1flight_600_0.jpg,1
76,E300PREMP00002_00726_217_1flight_10800_2.jpg,4
555,EL300858804493_00330_112_1flight_10800_2.jpg,3
240,E300SA22440034_00465_143_1flight_5700_2.jpg,2
11,E300PREMP00002_00725_216_1flight_6900_2.jpg,6
170,E300SA22440034_00451_135_1flight_600_2.jpg,3
63,E300PREMP00002_00726_217_1flight_1800_2.jpg,5
484,EL300858804493_00184_039_1flight_9300_2.jpg,6
493,EL300858804493_00188_043_1flight_3600_0.jpg,6
328,E300SA23130257_00054_035_1flight_600_0.jpg,4
270,E300SA22440035_01502_839_1flight_11100_0.jpg,3
208,E300SA22440034_00452_136_1flight_7500_2.jpg,6
346,E300SA23130257_00057_043_1flight_8700_0.jpg,6
108,E300PREMP00002_00727_218_1flight_4500_2.jpg,1
290,E300SA22440035_01510_843_1flight_11100_0.jpg,2
552,EL300858804493_00330_112_1flight_9000_2.jpg,7
429,E300SA23130257_00295_209_1flight_8700_2.jpg,5
1,E300PREMP00002_00725_216_1flight_900_2.jpg,1
321,E300SA23130257_00053_034_1flight_2400_0.jpg,3
354,E300SA23130257_00060_045_1flight_1500_0.jpg,2
363,E300SA23130257_00267_198_1flight_1200_2.jpg,1
475,EL300858804493_00184_039_1flight_2100_2.jpg,2
312,E300SA23130257_00053_033_1flight_2700_0.jpg,4
492,EL300858804493_00188_043_1flight_3000_0.jpg,5
352,E300SA23130257_00060_045_1flight_300_0.jpg,7
356,E300SA23130257_00060_045_1flight_2700_0.jpg,7
364,E300SA23130257_00267_198_1flight_1800_2.jpg,7
273,E300SA22440035_01510_843_1flight_900_0.jpg,2
327,E300SA23130257_00054_035_1flight_0_0.jpg,7
440,E300SA23130257_00301_214_1flight_1800_0.jpg,1
480,EL300858804493_00184_039_1flight_6900_2.jpg,6
260,E300SA22440035_01502_839_1flight_5100_0.jpg,5
175,E300SA22440034_00451_135_1flight_5100_2.jpg,6
422,E300SA23130257_00295_209_1flight_3000_2.jpg,7
236,E300SA22440034_00465_143_1flight_2700_2.jpg,2
0,E300PREMP00002_00725_216_1flight_300_2.jpg,3
395,E300SA23130257_00267_199_1flight_9300_2.jpg,1
238,E300SA22440034_00465_143_1flight_4200_2.jpg,2
424,E300SA23130257_00295_209_1flight_4200_2.jpg,3
426,E300SA23130257_00295_209_1flight_5400_2.jpg,7
295,E300SA22440035_01533_862_1flight_2100_0.jpg,5
179,E300SA22440034_00451_135_1flight_7500_2.jpg,5
543,EL300858804493_00330_112_1flight_3600_2.jpg,4
298,E300SA22440035_01533_862_1flight_3900_0.jpg,4
241,E300SA22440034_00465_143_1flight_6300_2.jpg,5
197,E300SA22440034_00452_136_1flight_900_2.jpg,1
151,E300SA22440034_00447_133_1flight_6300_2.jpg,3
392,E300SA23130257_00267_199_1flight_7500_2.jpg,1
202,E300SA22440034_00452_136_1flight_3900_2.jpg,2
262,E300SA22440035_01502_839_1flight_6300_0.jpg,7
61,E300PREMP00002_00726_217_1flight_600_2.jpg,6
15,E300PREMP00002_00725_216_1flight_9300_2.jpg,5
383,E300SA23130257_00267_199_1flight_900_2.jpg,4
324,E300SA23130257_00053_034_1flight_4200_0.jpg,2
174,E300SA22440034_00451_135_1flight_3600_2.jpg,7
285,E300SA22440035_01510_843_1flight_8100_0.jpg,4
70,E300PREMP00002_00726_217_1flight_7200_2.jpg,7
425,E300SA23130257_00295_209_1flight_4800_2.jpg,5
507,EL300858804493_00193_048_1flight_300_0.jpg,3
393,E300SA23130257_00267_199_1flight_8100_2.jpg,5
7,E300PREMP00002_00725_216_1flight_4500_2.jpg,1
272,E300SA22440035_01510_843_1flight_300_0.jpg,1
246,E300SA22440034_00465_143_1flight_9900_2.jpg,6
140,E300SA22440034_00447_133_1flight_0_2.jpg,5
17,E300PREMP00002_00725_216_1flight_10500_2.jpg,6
119,E300PREMP00002_00727_218_1flight_12600_2.jpg,3
336,E300SA23130257_00057_043_1flight_2700_0.jpg,4
13,E300PREMP00002_00725_216_1flight_8100_2.jpg,4
296,E300SA22440035_01533_862_1flight_2700_0.jpg,2
279,E300SA22440035_01510_843_1flight_4500_0.jpg,6
6,E300PREMP00002_00725_216_1flight_3900_2.jpg,3
115,E300PREMP00002_00727_218_1flight_10200_2.jpg,3
326,E300SA23130257_00053_034_1flight_5400_0.jpg,4
494,EL300858804493_00188_043_1flight_4200_0.jpg,2
201,E300SA22440034_00452_136_1flight_3300_2.jpg,5
142,E300SA22440034_00447_133_1flight_600_2.jpg,3
390,E300SA23130257_00267_199_1flight_6000_2.jpg,6
283,E300SA22440035_01510_843_1flight_6900_0.jpg,6
419,E300SA23130257_00295_209_1flight_1200_2.jpg,5
313,E300SA23130257_00053_033_1flight_3300_0.jpg,6
10,E300PREMP00002_00725_216_1flight_6300_2.jpg,4
68,E300PREMP00002_00726_217_1flight_4800_2.jpg,5
153,E300SA22440034_00447_133_1flight_7500_2.jpg,3
300,E300SA22440035_01533_862_1flight_5100_0.jpg,3
547,EL300858804493_00330_112_1flight_6000_2.jpg,3
199,E300SA22440034_00452_136_1flight_2100_2.jpg,6
386,E300SA23130257_00267_199_1flight_2700_2.jpg,7
106,E300PREMP00002_00727_218_1flight_3300_2.jpg,1
496,EL300858804493_00188_043_1flight_5400_0.jpg,7
299,E300SA22440035_01533_862_1flight_4500_0.jpg,6
303,E300SA22440035_01533_862_1flight_6900_0.jpg,7
100,E300PREMP00002_00727_218_1flight_0_2.jpg,4
288,E300SA22440035_01510_843_1flight_9900_0.jpg,4
434,E300SA23130257_00295_209_1flight_11700_2.jpg,6
435,E300SA23130257_00295_209_1flight_12300_2.jpg,1
203,E300SA22440034_00452_136_1flight_4500_2.jpg,2
320,E300SA23130257_00053_034_1flight_1800_0.jpg,1
323,E300SA23130257_00053_034_1flight_3600_0.jpg,7
476,EL300858804493_00184_039_1flight_2700_2.jpg,3
362,E300SA23130257_00267_198_1flight_600_2.jpg,6
278,E300SA22440035_01510_843_1flight_3900_0.jpg,6
274,E300SA22440035_01510_843_1flight_1500_0.jpg,4
477,EL300858804493_00184_039_1flight_3300_2.jpg,2
423,E300SA23130257_00295_209_1flight_3600_2.jpg,5
69,E300PREMP00002_00726_217_1flight_5400_2.jpg,5
542,EL300858804493_00330_112_1flight_3000_2.jpg,4
71,E300PREMP00002_00726_217_1flight_7800_2.jpg,1
67,E300PREMP00002_00726_217_1flight_4200_2.jpg,7
546,EL300858804493_00330_112_1flight_5400_2.jpg,7
348,E300SA23130257_00057_043_1flight_9900_0.jpg,5
441,E300SA23130257_00301_214_1flight_2700_0.jpg,5
282,E300SA22440035_01510_843_1flight_6300_0.jpg,1
60,E300PREMP00002_00726_217_1flight_0_2.jpg,5
210,E300SA22440034_00452_136_1flight_8700_2.jpg,2
349,E300SA23130257_00057_043_1flight_10500_0.jpg,1
102,E300PREMP00002_00727_218_1flight_900_2.jpg,2
396,E300SA23130257_00267_199_1flight_9900_2.jpg,1
233,E300SA22440034_00465_143_1flight_600_2.jpg,3
366,E300SA23130257_00267_198_1flight_3000_2.jpg,2
14,E300PREMP00002_00725_216_1flight_8700_2.jpg,2
427,E300SA23130257_00295_209_1flight_7500_2.jpg,5
205,E300SA22440034_00452_136_1flight_5700_2.jpg,5
149,E300SA22440034_00447_133_1flight_5400_2.jpg,4
103,E300PREMP00002_00727_218_1flight_1500_2.jpg,4
8,E300PREMP00002_00725_216_1flight_5100_2.jpg,5
473,EL300858804493_00184_039_1flight_900_2.jpg,5
291,E300SA22440035_01510_843_1flight_11700_0.jpg,1
332,E300SA23130257_00057_043_1flight_300_0.jpg,6
344,E300SA23130257_00057_043_1flight_7500_0.jpg,7
482,EL300858804493_00184_039_1flight_8100_2.jpg,5
301,E300SA22440035_01533_862_1flight_5700_0.jpg,7
248,E300SA22440034_00465_143_1flight_11400_2.jpg,3
105,E300PREMP00002_00727_218_1flight_2700_2.jpg,5
245,E300SA22440034_00465_143_1flight_9000_2.jpg,1
331,E300SA23130257_00054_035_1flight_2400_0.jpg,3
19,E300PREMP00002_00725_216_1flight_12300_2.jpg,6
249,E300SA22440034_00465_143_1flight_12300_2.jpg,5
433,E300SA23130257_00295_209_1flight_11100_2.jpg,2
491,EL300858804493_00188_043_1flight_2400_0.jpg,3
176,E300SA22440034_00451_135_1flight_6000_2.jpg,3
3,E300PREMP00002_00725_216_1flight_2100_2.jpg,3
314,E300SA23130257_00053_033_1flight_3900_0.jpg,4
113,E300PREMP00002_00727_218_1flight_9000_2.jpg,2
343,E300SA23130257_00057_043_1flight_6900_0.jpg,7
444,E300SA23130257_00301_214_1flight_5700_0.jpg,2
495,EL300858804493_00188_043_1flight_4800_0.jpg,2
488,EL300858804493_00188_043_1flight_600_0.jpg,2
66,E300PREMP00002_00726_217_1flight_3600_2.jpg,3
209,E300SA22440034_00452_136_1flight_8100_2.jpg,2
382,E300SA23130257_00267_199_1flight_300_2.jpg,7
237,E300SA22440034_00465_143_1flight_3300_2.jpg,1
310,E300SA23130257_00053_033_1flight_1800_0.jpg,1
311,E300SA23130257_00053_033_1flight_2100_0.jpg,4
258,E300SA22440035_01502_839_1flight_3900_0.jpg,6
306,E300SA22440035_01533_862_1flight_8700_0.jpg,2
481,EL300858804493_00184_039_1flight_7500_2.jpg,5
171,E300SA22440034_00451_135_1flight_1200_2.jpg,3
2,E300PREMP00002_00725_216_1flight_1500_2.jpg,2
483,EL300858804493_00184_039_1flight_8700_2.jpg,1
539,EL300858804493_00330_112_1flight_1200_2.jpg,2
334,E300SA23130257_00057_043_1flight_1500_0.jpg,6
116,E300PREMP00002_00727_218_1flight_10800_2.jpg,3
235,E300SA22440034_00465_143_1flight_1800_2.jpg,3
177,E300SA22440034_00451_135_1flight_6900_2.jpg,6
318,E300SA23130257_00053_034_1flight_600_0.jpg,4
234,E300SA22440034_00465_143_1flight_1200_2.jpg,2
257,E300SA22440035_01502_839_1flight_3300_0.jpg,6
472,EL300858804493_00184_039_1flight_300_2.jpg,3
333,E300SA23130257_00057_043_1flight_900_0.jpg,4
474,EL300858804493_00184_039_1flight_1500_2.jpg,4
319,E300SA23130257_00053_034_1flight_1200_0.jpg,4
242,E300SA22440034_00465_143_1flight_6900_2.jpg,3
147,E300SA22440034_00447_133_1flight_4200_2.jpg,7
309,E300SA23130257_00053_033_1flight_1500_0.jpg,5
342,E300SA23130257_00057_043_1flight_6300_0.jpg,5
173,E300SA22440034_00451_135_1flight_3000_2.jpg,4
118,E300PREMP00002_00727_218_1flight_12000_2.jpg,4
551,EL300858804493_00330_112_1flight_8400_2.jpg,1
550,EL300858804493_00330_112_1flight_7800_2.jpg,6
293,E300SA22440035_01533_862_1flight_900_0.jpg,4
548,EL300858804493_00330_112_1flight_6600_2.jpg,5
428,E300SA23130257_00295_209_1flight_8100_2.jpg,1
325,E300SA23130257_00053_034_1flight_4800_0.jpg,2
152,E300SA22440034_00447_133_1flight_6900_2.jpg,4
387,E300SA23130257_00267_199_1flight_3300_2.jpg,6
384,E300SA23130257_00267_199_1flight_1500_2.jpg,5
439,E300SA23130257_00301_214_1flight_900_0.jpg,2
267,E300SA22440035_01502_839_1flight_9300_0.jpg,1
347,E300SA23130257_00057_043_1flight_9300_0.jpg,3
554,EL300858804493_00330_112_1flight_10200_2.jpg,2
72,E300PREMP00002_00726_217_1flight_8400_2.jpg,4
5,E300PREMP00002_00725_216_1flight_3300_2.jpg,2
304,E300SA22440035_01533_862_1flight_7500_0.jpg,1
156,E300SA22440034_00447_133_1flight_9600_2.jpg,7
485,EL300858804493_00184_039_1flight_9900_2.jpg,6
350,E300SA23130257_00057_043_1flight_11100_0.jpg,3
287,E300SA22440035_01510_843_1flight_9300_0.jpg,1
200,E300SA22440034_00452_136_1flight_2700_2.jpg,2
64,E300PREMP00002_00726_217_1flight_2400_2.jpg,7
511,EL300858804493_00193_048_1flight_2700_0.jpg,4
436,E300SA23130257_00295_209_1flight_12900_2.jpg,2
353,E300SA23130257_00060_045_1flight_900_0.jpg,7
307,E300SA23130257_00053_033_1flight_300_0.jpg,6
281,E300SA22440035_01510_843_1flight_5700_0.jpg,5
335,E300SA23130257_00057_043_1flight_2100_0.jpg,5
275,E300SA22440035_01510_843_1flight_2100_0.jpg,1
148,E300SA22440034_00447_133_1flight_4800_2.jpg,6
308,E300SA23130257_00053_033_1flight_900_0.jpg,6
341,E300SA23130257_00057_043_1flight_5700_0.jpg,4
544,EL300858804493_00330_112_1flight_4200_2.jpg,7
345,E300SA23130257_00057_043_1flight_8100_0.jpg,3
385,E300SA23130257_00267_199_1flight_2100_2.jpg,5
159,E300SA22440034_00447_133_1flight_10800_2.jpg,7
365,E300SA23130257_00267_198_1flight_2400_2.jpg,1
206,E300SA22440034_00452_136_1flight_6300_2.jpg,7
541,EL300858804493_00330_112_1flight_2400_2.jpg,7
553,EL300858804493_00330_112_1flight_9600_2.jpg,6
244,E300SA22440034_00465_143_1flight_8400_2.jpg,1
442,E300SA23130257_00301_214_1flight_3600_0.jpg,4
154,E300SA22440034_00447_133_1flight_8400_2.jpg,3
207,E300SA22440034_00452_136_1flight_6900_2.jpg,5
430,E300SA23130257_00295_209_1flight_9300_2.jpg,3
